,COST Simple,JNJ Simple,MSFT Simple,PG Simple,V Simple,BTC Simple,ETH Simple,COST Log,JNJ Log,MSFT Log,PG Log,V Log,BTC Log,ETH Log
2015-01-02,-0.010063119927863018,-0.013095821195638235,-0.004817422536415705,-0.007807163072118595,-0.011576071325855586,-0.04149097502448795,0.035408675125405686,-0.010114095388989362,-0.013182327539797516,-0.00482906371840563,-0.007837798524556808,-0.011643595656331966,-0.04237630081253181,0.034796203976163745
2015-01-03,-0.003825694090213605,-0.0007052738813572157,-0.00033417354109377406,-0.000999967214189823,-0.004065533490135276,-0.0047460325848406315,-0.012958275359160498,-0.0038330307757703194,-0.0007055227039800212,-0.0003342293895139471,-0.0010004675149552663,-0.00407382023907776,-0.004757330759332538,-0.013042966236673366
2015-01-04,-0.0038403862331295446,-0.0007057716436638106,-0.0003342852503797067,-0.0010009681495215528,-0.00408212952442788,0.08535204340707359,0.016932744565217428,-0.003847779450950824,-0.0007060208177171961,-0.00033434113614888995,-0.0010014694526933223,-0.004090484159374287,0.08190439833502557,0.016790983675349085
2015-01-05,-0.003855191658099666,-0.000706270109079421,-0.00033439703437598833,-0.0010019710906702395,-0.0040988616084161045,0.04626488086569247,0.011941146015999493,-0.0038626420641198725,-0.0007065196353084394,-0.00033445295753166046,-0.0010024733992639997,-0.004107284966991978,0.04522656577004774,0.011870413063469193
2015-01-06,0.009675279200914044,0.017485995497617868,-0.01447945637526149,0.011345138854634396,-0.0416073444940841,0.010775091634917189,0.07182466332189086,0.009628773417447603,0.01733487460118846,-0.014585306716489086,0.011281265414853109,-0.04249771493713091,0.010717453999267886,0.06936248893710308
2015-01-07,0.0047639038458029415,-0.009801903781836874,0.03168276504131273,0.03955518704579819,-0.008324155418384827,0.020908321493474213,-0.020279009608277998,0.004752592366185453,-0.009850258680210257,0.031191221587072594,0.03879291689785471,-0.00835899467306002,0.02069274229437014,-0.020487451535222995
2015-01-08,0.008901322482197216,-0.013172594767336121,-0.01565099686980065,-0.04358637515248187,0.016374812748592316,-0.13702562268590324,-0.05629685510868021,0.00886193924727283,-0.01326012289186821,-0.015774766835404287,-0.044564797527547634,0.016242191311280928,-0.14737027858965088,-0.05794362744867232
2015-01-09,0.009452987143937497,0.021773471644463083,-0.014180943104337373,0.017218543046357615,0.005997153893067653,0.17947237668086657,0.11553001915230254,0.009408587249406828,0.021539815201786574,-0.014282453496143942,0.01707198389864746,0.005979242541405951,0.16506720007534184,0.10932964546722111
2015-01-10,0.003971722288615753,-0.004182878541919011,-0.008960313078182347,-0.0011895576131687458,0.0022144757670674586,0.07084558964983123,0.04863993311635961,0.003963855821715423,-0.004191651250362882,-0.009000698106073497,-0.0011902656984207718,0.002212027429462622,0.0684486070751193,0.04749402274699357
2015-01-11,0.003956010115067521,-0.004200448507848731,-0.009041326191500332,-0.0011909743457688693,0.002209582699723489,0.07047530291191562,0.03211845102505695,0.003948205683221898,-0.004209295173682874,-0.009082447026726741,-0.0011916841193190353,0.002207145161837355,0.06810275817139566,0.031613438597921165
2015-01-12,0.003940421766701174,-0.004218166699869186,-0.009123817602556539,-0.0011923944569771638,0.002204711207980603,-0.006172181415571076,-0.03202935334363277,0.003932678638978834,-0.004227088262286953,-0.00916569453934923,-0.001193105924870828,0.002202284398513423,-0.00619130807001929,-0.032553515867432756
2015-01-13,-3.525409388160927e-05,0.0014091122592765348,0.009645822134623394,-0.04002516697318759,0.019999498130536253,0.024758398573432094,-0.00518710633567987,-3.525471532178256e-05,0.0014081203922555673,0.00959959819982297,-0.0408482104609603,0.01980213526717264,0.024456876097861065,-0.00520060607503958
2015-01-14,-0.017327998025701064,0.0,-0.004880357301310201,0.052029241240231894,0.08667093091911027,0.004370970890368087,-0.045981951009884,-0.017479884938222525,0.0,-0.004892305133983551,0.050720909784954214,0.08311883086149752,0.004361445942532635,-0.04707268843596664
2015-01-15,0.006529616474724609,0.0034135918282258704,0.0027642373082867877,0.031772655388891735,-0.03629077901790767,0.02293903708584777,-0.013723723723723658,0.006508390875650156,0.003407778748871432,0.002760423830294179,0.03127834762502414,-0.03696566785886025,0.022679892902349376,-0.013818764564767133
2015-01-16,0.00048119764747811544,-0.02261926402991654,0.013960933100157114,0.0012540640966092198,-0.02842510806239429,-0.006556966018410604,0.05687665560393396,0.0004810819090173744,-0.022879003804115023,0.01386437691214971,0.0012532784150247954,-0.02883692416249841,-0.006578557354283961,0.055318007178229586
2015-01-17,-0.003847729661364152,-0.001089382506111236,0.0020560492672279107,-0.004345069660280476,-0.0005561197349969182,0.15404261332257474,-0.015945953732246387,-0.003855151216680101,-0.0010899763145290546,0.002053938490678484,-0.004354536909314157,-0.000556274426930895,0.14327109402681862,-0.016074458369354696
2015-01-18,-0.0038625918706748363,-0.0010905705545949385,0.002051830602421534,-0.0043640316819382186,-0.0005564291762427676,0.02163458120750361,0.019263704896435474,-0.0038700709439382264,-0.001091165659370721,0.002049728472995546,-0.00437358186318915,-0.0005565840404068121,0.021403875209791815,0.0190805086866129
2015-01-19,-0.003877569338479381,-0.0010917611972094399,0.0020476292141373698,-0.004383159930743008,-0.0005567389620450003,-0.04013177842324289,0.03629130703278727,-0.0038851066009476225,-0.0010923576025929928,0.0020455356788070234,-0.004392794138722229,-0.0005568939987269079,-0.040959273133410794,0.03564828870695076
2015-01-20,-0.0014597487790372066,0.0037586969850451624,0.004096574566373246,-0.07661214514006387,0.0015258301242462302,0.010818208663172957,0.0035339116937829207,-0.0014608152502658884,0.003751650734493551,0.004088206450739264,-0.07970592162739325,0.0015246672282330912,0.010760110480426533,0.00352768210009517
2015-01-21,-0.002616950620849101,0.0008232857066978738,-0.0057870370370370905,0.0051918965692761,-0.011728574192300223,-0.08545315560491828,0.0879123914214297,-0.002620380821876462,0.0008229469929131769,-0.005803846819800304,0.0051784651439385175,-0.011797896486150214,-0.08932658841164003,0.08426062260103534
2015-01-22,0.01159908075927829,0.01536420326389809,0.0021536670547146475,0.017773951792586784,0.0029852937577996563,0.04090480611375957,-0.07957704464387716,0.01153232711345618,0.015247369082562544,0.0021513512382257565,0.01761784218699853,0.0029808466168725193,0.04009034079614418,-0.08292198050164433
2015-01-23,-0.0041499713795075666,0.0015680535228936865,-0.011442179241447414,-0.027464052937957173,0.047671326453438745,0.057493655319028836,0.03483657426561848,-0.004158606409096969,0.0015668254106312438,-0.011508144649107137,-0.02784824061273003,0.04656991691354032,0.05590163222197984,0.03424351498965979
2015-01-24,0.00515519471188397,-0.002165744703058081,0.014365452408930723,0.020344127828652248,0.0004890203292735595,0.036624777567228595,0.018137960445652856,0.005141952187986402,-0.002168093319732954,0.014263246953013712,0.02013995062043833,0.000488900797799631,0.03597002921520904,0.017975430012637485
2015-01-25,0.0051287549813257005,-0.0021704453335426033,0.01416200874627127,0.019938496507002856,0.0004887813052789625,-0.06459769695801543,0.04890244381323883,0.005115647714368304,-0.002172804163774984,0.014062664345938036,0.019742327936055775,0.0004886618906069556,-0.0667785716001765,0.047744325864715595
2015-01-26,0.005102585072716215,-0.00217516641333404,0.013964246958706905,0.01954872433513022,0.0004885425148306588,0.01099497785286796,0.01687195038248901,0.0050896110009915636,-0.002177535523893484,0.013867645137804563,0.019360102274002294,0.0004884232167894555,0.01093497252141463,0.016731199977437924
2015-01-27,0.0019988325402862106,-0.00010505581089959026,-0.01354662460923195,0.03659594985535208,0.002488024926754484,-0.00024131498062629486,0.030312327422224783,0.0019968375325394123,-0.00010506132964781324,-0.013639217291456958,0.03594221962262966,0.0024849349170226413,-0.00024134410177123876,0.029861986783480336
2015-01-28,-0.011474773152561513,-0.0065404113367129035,-0.010192428481699323,-0.005721196334713352,0.01078560990884414,0.04375420601855562,-0.028098386040140477,-0.011541116365855726,-0.006561893546496495,-0.01024472694996311,-0.00573762506977572,0.010727860091866555,0.042824026893185534,-0.02850069985071457
2015-01-29,-0.006571897992713849,0.018031833324520186,0.07923505148691934,-0.036489520958083776,-0.005690944972233658,-0.08310572630876245,-0.018174910534830224,-0.00659358799621444,0.017871188095727138,0.07625250452307568,-0.037171915170340235,-0.005707200100268052,-0.08676310923835935,-0.018342103126569392
2015-01-30,-0.007963615445458982,-0.0015582796592562564,-0.039448364336112984,0.019518353078267436,0.0010846988229862298,0.01932864556654934,0.01271953365870715,-0.0079954943915169,-0.0015594950397703983,-0.0402475390681722,0.01933031290885443,0.0010841109622807428,0.019144219972609913,0.012639319862392582
2015-01-31,0.0036302135242065603,0.0011531925224568251,-0.006520126136152715,0.01730323522875188,-0.006700939822179119,0.04683584643869376,0.020941182270867165,0.003623640202661472,0.0011525281067103564,-0.006541475007388019,0.01715523902360856,-0.006723491922735291,0.04577213491511104,0.020724929561193876
2015-02-01,0.0036170827415200613,0.0011518642012731117,-0.006562917184013806,0.017008925784907314,-0.006746145336108178,-0.02906459132406025,0.0969443807270225,0.0036105568295154576,0.0011512013146920742,-0.006584547816972583,0.016865893610905295,-0.006769003435264483,-0.029495333319521106,0.09252847875616654
2015-02-02,0.0036040466067390753,0.0011505389366597285,-0.006606273610615054,0.016724460674502062,-0.006791964918566484,0.13457823429665394,0.10999218586632331,0.0035975675932120293,0.0011498775739710856,-0.00662819162036767,0.01658614690058981,-0.006815135286776929,0.12626098213444317,0.10435297553939445
2015-02-03,0.005395618972501959,0.0018404748943672278,-0.0034055112523767583,-0.03572075335023539,0.011504528878955478,0.0014022861257465546,-0.1136086460760497,0.005381114769829734,0.001838783295694066,-0.0034113232046859405,-0.03637435137138995,0.011438855004621811,0.0014013038407465128,-0.12059671718385767
2015-02-04,-0.006632552998021013,0.0028203270544400194,-0.009425634308169784,0.0034273909573219186,-0.004744848118342193,0.0025362691797525816,-0.00040269807711668104,-0.00665464612104893,0.002816357394168288,-0.00947033672003702,0.0034215308390615697,-0.004756140645218561,0.002533058277072906,-0.0004027791817618584
2015-02-05,-0.007987077088755123,0.002605980855071355,0.01109641809923545,-0.011136065880591461,-0.016242112643140905,0.017664236562420443,-0.03704076722507588,-0.008019144653845513,0.0026025911746472797,0.011035304530794278,-0.011198536076685908,-0.01637546163909814,0.017510037164079836,-0.03774420164715922
2015-02-06,-0.0030034376696219667,-0.0021359822945081763,0.004207892641874045,-0.029573199583609378,-0.035942510987053033,0.0001726178587979632,0.014723826567965448,-0.00300795703990609,-0.002138266758318602,0.004199064219003402,-0.030019303827243358,-0.036604350244194714,0.00017260296204964708,0.01461648341872684
2015-02-07,0.004821186604723193,0.004220932731570981,-0.000887127217818029,0.0016903148211353525,0.011523992574704822,-0.004950707690345113,-0.03089855470807845,0.004809601904331384,0.004212049583017677,-0.0008875209480447489,0.001688887846835648,0.011458097141392043,-0.004963003040906633,-0.03138598186732269
2015-02-08,0.004798054289653297,0.004203191343651769,-0.0008879149113029117,0.0016874624782983183,0.01139270314821883,0.041775211380122634,0.004597021980619287,0.00478658031437027,0.004194382609486534,-0.0008883093412452043,0.0016860403131659066,0.011328295032439246,0.0409261920164252,0.004586487946195583
2015-02-09,0.004775142894803075,0.004185598472384422,-0.0008887040048406458,0.0016846197456872325,0.01126437150748294,0.12602925271515275,0.03372584079332763,0.004763778064735058,0.004176863221450706,-0.0008890991363654136,0.0016832023654513393,0.011201400916262943,0.1186975087007815,0.03316959662881594
2015-02-10,0.008085722974544352,-0.007283655070544515,-0.03173792085391469,-0.019259690486586156,-0.014671906633321519,0.054926091141755506,-0.03658564340661841,0.008053208666733662,-0.007310310397142548,-0.03225248543030069,-0.019447574631155522,-0.014780603559746919,0.05347070868420316,-0.03727168289021881
2015-02-11,0.017975972885205804,-0.0009235505387378273,-0.03650170048082557,0.008310249307479367,-0.0010394256568928562,-0.04130768871003754,-0.03145486115212437,0.017816315575928318,-0.0009239772742980977,-0.03718455602893669,0.008275909303859881,-0.001039966234366822,-0.042185098864628075,-0.031960190253810375
2015-02-12,-0.0026147892479866375,-0.00929539852095318,0.009889541429571214,0.04106161695447419,0.031941150849344124,-0.10551398532567646,0.04206200151223194,-0.0026182137803151305,-0.009338870339419103,0.009840959951172405,0.04024097803915989,0.03144164106262917,-0.11150601095231956,0.04120144397194809
2015-02-13,-0.014821029082774051,-0.004924576227256172,0.051645172954079666,-0.03864096885160928,0.014397598836936698,-0.005288572045393791,-0.050358701885379165,-0.014931957952167126,-0.0049367419097531215,0.05035576935464047,-0.03940733817232054,0.014294937620870585,-0.005302606044277782,-0.05167094662115735
2015-02-14,-0.0009816444318287987,-0.002222685281655923,0.003629209405382694,0.007336241687498912,-0.005278163045153383,0.012452505673975267,-0.029552400670413093,-0.0009821265602690257,-0.002225159112965309,0.0036226397153179867,0.007309462359771471,-0.005292141757363412,0.012375610922022903,-0.029997871308786932
2015-02-15,-0.0009826090044869895,-0.002227636616776829,0.0036160858725236,0.007282813209628314,-0.005306169874898292,-0.005105093392175575,0.021677291544967225,-0.000983092081191111,-0.0022301214901742058,0.003609563552788021,0.007256421584888249,-0.005320297592476409,-0.005118168901561622,0.021445680220607225
2015-02-16,-0.0009835754746047032,-0.0022326100606991917,0.003603056909335711,0.007230157324358721,-0.005334475508138037,-0.05511918284655781,0.024722508793954212,-0.000984059502373081,-0.002235106050280405,0.003596581449428829,0.007204145043558633,-0.005348754626320961,-0.056696478856463284,0.024421852810400775
2015-02-17,-0.0051955446425393514,0.005008391021606773,-0.004506547247888348,-0.0018225419664268383,0.04086905460951251,-0.03276573065203836,0.04171417481380857,-0.005209088416494515,0.0049958907514146885,-0.004516732343198532,-0.0018242048167533564,0.040055993641609194,-0.03331454880803392,0.040867601301506296
2015-02-18,0.014755857628331315,0.00832311425365928,-0.03650029894940632,0.018450893715164396,-0.0010154575200270743,0.06887348624232414,-0.027491528976141266,0.014648049204398857,0.008288668138869306,-0.037183101402186856,0.018282741202458635,-0.0010159734463116193,0.06660527727716765,-0.027876492963093278
2015-02-19,-0.008478011809288866,-0.00693474098224911,-0.0036937442746963756,0.004906586148329728,-0.016941495369324544,-0.07436560669216663,-0.03290229885057472,-0.008514154575587378,-0.00695889804525804,-0.0037005829935928707,0.004894588084863635,-0.017086644196362414,-0.07727594594098217,-0.03345575331775223
2015-02-20,-0.004408575390194458,0.003413413935067,-0.001927868074504735,0.023380281690140725,-0.011236213235294112,-0.011704816934327678,-0.02063834001881848,-0.004418321814459279,0.0034076014608856123,-0.0019297288040397288,0.023111149751740345,-0.011299816366935365,-0.011773857571532273,-0.020854286915549212
2015-02-21,-0.0041543167993903785,-0.0005366710812190201,-8.915039671919534e-05,-0.007936507936507908,-0.00468654380950162,0.08446970286339428,-0.009784463687503964,-0.004162969947017976,-0.0005368151406877347,-8.915437085201169e-05,-0.007968169649176845,-0.0046975600882653255,0.0810911143923885,-0.009832646102668994
2015-02-22,-0.004171647143198731,-0.0005369592517212585,-8.915834522116306e-05,-0.008000000000000118,-0.004708610920864276,0.03292528239549686,-0.007774699671905028,-0.0041803727383332625,-0.0005371034659673561,-8.91623200626863e-05,-0.008032171697264378,-0.004719731350850161,0.0323948568298331,-0.007805080218261389
2015-02-23,-0.004189122684879476,-0.0005372477318613678,-8.916629514033048e-05,-0.008064516129032251,-0.0047308868262395665,-0.05585756372771611,-0.021165178456550304,-0.0041979216411831876,-0.0005373921011344215,-8.917027069075016e-05,-0.008097210232619362,-0.004742112891477546,-0.05747823833710942,-0.021392372297086806
2015-02-24,0.00027120850509865235,0.0001300491585818353,-0.00677724273229896,0.015837210395225343,-0.013223023617592977,0.006427280808242841,-0.02201716681782928,0.0002711717347201761,0.0001300407029231043,-0.006800312534003969,0.015713110329783654,-0.013311226193763561,0.0064067139180282,-0.02226316208484066
2015-02-25,0.005061186125119743,-0.006553625299074106,0.01592147004249722,0.011472982975573531,0.0,-0.022801276558172878,-0.06081825757372117,0.005048421374359645,-0.006575194591040167,0.01579605290375315,0.01140766740792373,0.0,-0.02306524594219337,-0.06274626959227277
2015-02-26,0.003632897505530197,0.011832460732984273,0.0020326400754138163,0.002515550676911893,-0.0012420876627253774,0.025051041500806948,-0.0054095052735521065,0.0036263144722267224,0.011763004524532565,0.002030577057684381,0.002512391975447937,-0.0012428596929586913,0.024742407936715782,-0.005424189627874086
2015-02-27,-0.001272287429441632,0.001009003415088694,0.024665588710862885,-0.000684337789132794,-0.00612249778776941,-0.010516626496964054,0.028129901149656744,-0.0012730974742392943,0.0010084947133020001,0.024366304441426383,-0.0006845720551217548,-0.006141317130927674,-0.010572317008392363,0.02774152203589117
2015-02-28,-0.00012559658377298,-0.002136586458521772,-0.00526960081100214,0.012219990260530889,-0.011815097336188907,0.13205131555558092,0.0608783273154756,-0.00012560447168437778,-0.002138872215761474,-0.005283534127589004,0.012145928921666363,-0.011885450299201947,0.12403131051641855,0.0590971756906498
2015-03-01,-0.0001256123602560999,-0.0021411612346212694,-0.005297516608820163,0.012072464857550758,-0.011956362927969533,-0.0510296346817386,0.01998575273072678,-0.00012562025014934344,-0.0021434567977033922,-0.005311598203602114,0.01200017389218106,-0.012028415132651947,-0.05237770813243403,0.01978865928757536
2015-03-02,-0.00012562814070360417,-0.0021457556434237857,-0.005325729750628394,0.011928458956000032,-0.012101047443006885,0.08084815512579602,-0.0038670960565967416,-0.00012563603257944054,-0.0021480610755841957,-0.005339962003227793,0.011857875635199645,-0.012174861204572587,0.07774606174698515,-0.003874592605376053
